1,-0.0669136789836487,-0.321585656903781,-0.178414343096219,-0.433086321016351
2,-0.0660453099383831,-0.326166576294753,-0.173833423705247,-0.433954690061617
3,-0.0653161625572241,-0.330648836322982,-0.169351163677018,-0.434683837442776
4,-0.0647224149403322,-0.335035745025843,-0.164964254974157,-0.435277585059668
5,-0.0642608094461705,-0.339329987698217,-0.160670012301783,-0.43573919055383
6,-0.0639285668112861,-0.343533711585701,-0.156466288414299,-0.436071433188714
7,-0.0637233150003059,-0.347648596002945,-0.152351403997055,-0.436276684999694
8,-0.0636430296742515,-0.351675911004149,-0.148324088995851,-0.436356970325749
9,-0.0636859839195938,-0.355616566978186,-0.144383433021814,-0.436314016080406
10,-0.0638507054344588,-0.359471156986369,-0.140528843013631,-0.436149294565541
11,-0.0641359397805825,-0.36323999324811,-0.136760006751891,-0.435864060219418
12,-0.0645406186200774,-0.366923138868438,-0.133076861131562,-0.435459381379923
13,-0.0650638320925861,-0.370520435663819,-0.129479564336181,-0.434936167907414
14,-0.0657048046705107,-0.3740315287594,-0.1259684712406,-0.434295195329489
15,-0.0664628739716544,-0.377455888487769,-0.122544111512231,-0.433537126028346
16,-0.067337472119781,-0.380792830006547,-0.119207169993453,-0.432662527880219
17,-0.0683281093316385,-0.384041530962283,-0.115958469037717,-0.431671890668362
18,-0.0694343594792209,-0.387201047455998,-0.112798952544002,-0.430565640520779
19,-0.0706558474324757,-0.390270328507111,-0.109729671492889,-0.429344152567524
20,-0.0719922380333013,-0.393248229164674,-0.106751770835326,-0.428007761966699
21,-0.0734432265887559,-0.396133522375343,-0.103866477624658,-0.426556773411244
22,-0.0750085308017135,-0.398924909684812,-0.101075090315188,-0.424991469198287
23,-0.0766878840820834,-0.401621030822047,-0.0983789691779528,-0.423312115917917
24,-0.0784810302022655,-0.404220472192587,-0.0957795278074135,-0.421518969797735
25,-0.0803877192776389,-0.406721774287584,-0.0932782257124158,-0.419612280722361
26,-0.082407705067326,-0.40912343799838,-0.0908765620016203,-0.417592294932674
27,-0.0845407436029076,-0.411423929811609,-0.088576070188391,-0.415459256397092
28,-0.0867865931638019,-0.41362168584663,-0.0863783141533699,-0.413213406836198
29,-0.0891450156282435,-0.415715114684772,-0.0842848853152276,-0.410854984371757
30,-0.0916157792387985,-0.417702598928079,-0.0822974010719205,-0.408384220761202
31,-0.0941986628317598,-0.419582495413209,-0.0804175045867906,-0.40580133716824
32,-0.0968934615912347,-0.421353133993347,-0.0786468660066535,-0.403106538408765
33,-0.0996999944020291,-0.423012814786632,-0.0769871852133681,-0.400300005597971
34,-0.102618112891414,-0.424559803772898,-0.0754401962271018,-0.397381887108586
35,-0.105647712269526,-0.425992326600392,-0.0740076733996082,-0.394352287730474
36,-0.10878874410276,-0.427308560439476,-0.0726914395605245,-0.39121125589724
37,-0.112041231185481,-0.428506623689542,-0.0714933763104581,-0.387958768814519
38,-0.115405284714675,-0.429584563306661,-0.0704154366933395,-0.384594715285325
39,-0.118881124022,-0.430540339470482,-0.0694596605295182,-0.381118875978
40,-0.122469099181229,-0.431371807246585,-0.0686281927534155,-0.377530900818771
41,-0.122469099181229,-0.431371807246585,-0.0686281927534155,-0.377530900818771
42,-0.124568335563766,-0.43466317774596,-0.0653368222540403,-0.375431664436234
43,-0.126622759669078,-0.437665793292337,-0.0623342067076631,-0.373377240330922
44,-0.128569291999353,-0.440444940718382,-0.0595550592816176,-0.371430708000647
45,-0.130348465798201,-0.44306425209427,-0.0569357479057299,-0.369651534201799
46,-0.131904187146745,-0.445585573582859,-0.0544144264171409,-0.368095812853255
47,-0.133183565268344,-0.448068786760296,-0.0519312132397038,-0.366816434731656
48,-0.1341368013043,-0.450571598731308,-0.0494284012686924,-0.3658631986957
49,-0.134717120499999,-0.45314931820317,-0.0468506817968304,-0.365282879500001
